label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
1.0,0.75201213,-0.32396397,-0.9110836,-0.008174371,0.37523222,0.6920295,-0.5980279,-0.48134643,0.58743984,-0.3882335,0.47615454,0.68023497,0.43231115,0.84240633,0.7945926,0.50162005,0.49083263,0.6314648,0.5323578,0.6923973
4.0,0.7091754,-0.2798938,-0.8435641,-0.004184626,0.376044,0.65335965,-0.5739852,-0.46702266,0.5519789,-0.35742003,0.50042313,0.6977401,0.45319313,0.861343,0.80315584,0.52683645,0.5051763,0.6461134,0.5548765,0.71778166
2.0,0.7437962,-0.3033798,-0.8904369,-0.008527134,0.38947058,0.6826153,-0.59995407,-0.48775285,0.5818022,-0.37837458,0.48324895,0.6873249,0.43653682,0.84925115,0.79503,0.5091682,0.49118248,0.6321269,0.53915274,0.700499
1.0,0.7029366,-0.29241112,-0.84808177,-0.0008210242,0.3571874,0.6517682,-0.56272525,-0.45368606,0.5479093,-0.35896602,0.49865496,0.6937887,0.45415697,0.85937923,0.8046119,0.52404046,0.50931215,0.65079284,0.55321366,0.71522427
5.0,0.4127248,-0.14278945,-0.5048983,0.047996752,0.21404831,0.4240242,-0.34402117,-0.255764,0.31849486,-0.20109294,0.6443901,0.7684079,0.60233665,0.95448285,0.8665992,0.6671666,0.63756996,0.781431,0.6793513,0.8494096
4.0,0.7216589,-0.28581956,-0.858573,-0.006147206,0.38341853,0.6633074,-0.58430356,-0.47596425,0.5626118,-0.36416522,0.49484143,0.69482076,0.4474253,0.8575869,0.80024457,0.52128375,0.49985215,0.6406896,0.5498195,0.7123758
5.0,0.40871742,-0.14891717,-0.50716,0.04995741,0.20430684,0.4224368,-0.3374409,-0.24813342,0.3161756,-0.2012059,0.64303267,0.76601213,0.60331845,0.9538244,0.8678023,0.6651691,0.64085835,0.78510815,0.6784106,0.8480279
5.0,0.40336412,-0.14784881,-0.5022018,0.0508509,0.19915485,0.41812262,-0.33188066,-0.24234928,0.31147364,-0.19893588,0.64563036,0.76684576,0.6068318,0.95516825,0.8697307,0.66797984,0.64462173,0.7883456,0.68031454,0.85020685
4.0,0.720973,-0.28396672,-0.8566819,-0.006218873,0.38469613,0.6625136,-0.58448833,-0.47652906,0.5620787,-0.36330035,0.49553192,0.69549006,0.44782817,0.8581703,0.80028343,0.5220168,0.49988157,0.6407388,0.55047446,0.7131459
1.0,0.7082332,-0.297004,-0.85637635,-0.0011706538,0.35878506,0.6566436,-0.566716,-0.45680392,0.5530762,-0.36247915,0.49552938,0.69178474,0.45112252,0.8572863,0.8030191,0.52065414,0.50686467,0.64851606,0.55041724,0.7121092
7.0,0.79710984,-0.34215552,-0.9629077,-0.015759151,0.4050461,0.7275331,-0.6370811,-0.5147478,0.62544197,-0.41184366,0.45829508,0.671299,0.41306746,0.8299507,0.78428966,0.48416924,0.47204572,0.6118938,0.5156229,0.67463064
7.0,0.8087355,-0.34431255,-0.97420615,-0.018190939,0.4149893,0.73603964,-0.64794564,-0.5244842,0.63480073,-0.4171126,0.4544926,0.6698567,0.40869915,0.8273869,0.78189266,0.48070258,0.4672886,0.6068115,0.51202315,0.670956
7.0,0.8081889,-0.3445012,-0.9740671,-0.017995391,0.41443062,0.73574376,-0.64744335,-0.5239888,0.63457984,-0.4169864,0.45451838,0.6698027,0.4087848,0.82743865,0.78192776,0.48070616,0.46744335,0.6069719,0.51205975,0.6709966
3.0,0.77668166,-0.3349068,-0.9409434,-0.011940941,0.39156035,0.7118763,-0.6196672,-0.49987417,0.60932463,-0.4015374,0.46565965,0.6748691,0.42106506,0.83536285,0.7884586,0.4912432,0.48001236,0.6202836,0.5226402,0.68209285
7.0,0.7820903,-0.32244363,-0.9368754,-0.014702067,0.41058177,0.7131872,-0.63089144,-0.5133759,0.6138209,-0.39957,0.46693712,0.6784234,0.41998187,0.8376163,0.786785,0.49322197,0.47597778,0.61614436,0.5239523,0.6842844
5.0,0.40964258,-0.1446636,-0.504493,0.049245313,0.20984006,0.4224452,-0.340721,-0.2521229,0.3170472,-0.20034546,0.6443223,0.76768667,0.60312754,0.9547249,0.86701137,0.6666671,0.6391211,0.7834111,0.6795291,0.8493431
3.0,0.7912396,-0.33851737,-0.95538884,-0.014909234,0.4026016,0.7226126,-0.63259083,-0.5112906,0.62063426,-0.40836963,0.46080422,0.6728332,0.41558367,0.83189404,0.78557414,0.48672786,0.4742542,0.6141673,0.51801044,0.6772741
1.0,0.728963,-0.30592197,-0.87976074,-0.004915323,0.3708885,0.6726303,-0.5834282,-0.47116476,0.5696028,-0.3734503,0.4870897,0.68749607,0.4423097,0.8512401,0.7987812,0.5125793,0.49857542,0.6397041,0.54263014,0.7038125
7.0,0.80867684,-0.34409213,-0.9742335,-0.018137354,0.41543594,0.736029,-0.64817846,-0.52479005,0.63502735,-0.4170374,0.45445547,0.6698884,0.40860716,0.82746273,0.7817692,0.480653,0.4671464,0.6066888,0.51200587,0.6709685
4.0,0.69040334,-0.26236638,-0.81560975,-0.002079744,0.3752406,0.63719296,-0.56328976,-0.45997888,0.53714126,-0.3446177,0.5108253,0.70495576,0.46210304,0.86917293,0.8065218,0.5375004,0.5113035,0.6524098,0.56451017,0.7285242
3.0,0.7640939,-0.32202914,-0.92081714,-0.01083025,0.3911679,0.70028293,-0.6121021,-0.495395,0.5984254,-0.3923757,0.47259593,0.67988974,0.42721468,0.84087116,0.7912265,0.49844572,0.4844265,0.62488157,0.52914685,0.68941706
4.0,0.69472295,-0.26337114,-0.8202874,-0.002728369,0.37935975,0.64067006,-0.56775695,-0.464276,0.5412268,-0.34658176,0.5089822,0.70424145,0.45988142,0.8681436,0.8051194,0.5355437,0.50895065,0.6502166,0.5629292,0.72683233
2.0,0.76349807,-0.3182587,-0.9174408,-0.011228595,0.39419994,0.6990775,-0.61297697,-0.497061,0.59760517,-0.39087743,0.4738113,0.6811808,0.42790404,0.8419292,0.79133046,0.4997925,0.4843837,0.62485856,0.5302633,0.690777
2.0,0.74004847,-0.30440286,-0.88835776,-0.0073467344,0.38483733,0.68038166,-0.59607536,-0.48387998,0.5791827,-0.37720922,0.48397657,0.6871906,0.43764633,0.8496981,0.7956184,0.5095709,0.49273708,0.63395566,0.5398167,0.7010655
5.0,0.3928203,-0.1411716,-0.489204,0.05288188,0.1965805,0.41014743,-0.32582742,-0.23692794,0.30448946,-0.19277008,0.6517391,0.7701527,0.6122381,0.9591003,0.87094957,0.67355984,0.6483912,0.7928478,0.68571144,0.8555807
3.0,0.7547579,-0.31683227,-0.9094221,-0.0093065165,0.3869442,0.6927928,-0.605038,-0.4897614,0.5909795,-0.3870474,0.47654453,0.6821657,0.4311363,0.8438639,0.7930788,0.50231194,0.48790538,0.6285741,0.53285784,0.69344133
6.0,0.8149684,-0.35290918,-0.98445904,-0.018887985,0.41132498,0.7418618,-0.6496459,-0.5239081,0.6386381,-0.42235765,0.45125866,0.666965,0.40635455,0.82405853,0.7813528,0.47743765,0.46624082,0.6054486,0.50884426,0.6671484
7.0,0.79352784,-0.33255908,-0.953807,-0.015954264,0.41216755,0.7232715,-0.6382402,-0.5181256,0.62330776,-0.4073373,0.46120542,0.6744242,0.4147945,0.83305967,0.78444654,0.4873389,0.47205454,0.6120449,0.5184928,0.6781865
5.0,0.39287305,-0.14187756,-0.4899704,0.05314765,0.19620444,0.4105097,-0.32587492,-0.23702194,0.3047857,-0.19287573,0.6513308,0.76986057,0.61178535,0.9588851,0.870633,0.67283654,0.6480484,0.79297286,0.6854224,0.8552375
4.0,0.7135765,-0.27741072,-0.84627664,-0.005194269,0.38442585,0.65631926,-0.58043575,-0.47395924,0.55667657,-0.35835955,0.49927685,0.6981216,0.45101228,0.8611868,0.8013822,0.5257747,0.5020488,0.6430844,0.5540032,0.7171024
7.0,0.80443776,-0.34294716,-0.9698161,-0.017333325,0.41209322,0.73279047,-0.64427495,-0.52135825,0.6315394,-0.41501024,0.45593357,0.67053586,0.41028303,0.8284828,0.7827137,0.48208138,0.46889964,0.6085061,0.51340675,0.67243946
3.0,0.7594799,-0.31968042,-0.91539586,-0.010036178,0.3889109,0.69663584,-0.6085499,-0.49251533,0.5948128,-0.38981983,0.47446233,0.68093216,0.42910117,0.8422947,0.7921232,0.50026304,0.48614013,0.62670046,0.53090715,0.69132304
3.0,0.72777015,-0.3088592,-0.8816287,-0.0039291643,0.36749655,0.6727152,-0.5816716,-0.46901727,0.56965464,-0.3739005,0.48635343,0.6864766,0.44195363,0.8507405,0.7985607,0.51142675,0.49887994,0.64033043,0.54199076,0.7029876
1.0,0.7178209,-0.30271968,-0.8679592,-0.0028179474,0.36226323,0.6642542,-0.5733946,-0.4620727,0.56026757,-0.36803117,0.49139276,0.68933755,0.4471237,0.8540415,0.801328,0.516629,0.50348145,0.6448821,0.5465571,0.70788944
6.0,0.80144334,-0.34533247,-0.96794975,-0.016676154,0.4052928,0.7309135,-0.639331,-0.51599157,0.6279462,-0.4145758,0.4566894,0.6701621,0.41175804,0.82833904,0.7839756,0.48273852,0.47110265,0.6106654,0.5140503,0.6728207
7.0,0.7954612,-0.33095765,-0.9547471,-0.01648685,0.41641158,0.7244277,-0.6412684,-0.52141416,0.62538815,-0.4076107,0.46081287,0.6747179,0.41397747,0.8331366,0.78375393,0.48706082,0.47075546,0.6107192,0.5181783,0.6780314
6.0,0.79344755,-0.3409829,-0.9584292,-0.015303832,0.40175936,0.72452366,-0.6333154,-0.511341,0.6217932,-0.410032,0.45984063,0.6720007,0.41488785,0.83085155,0.78545296,0.48579276,0.47391897,0.6137024,0.5170676,0.67611593
3.0,0.76387316,-0.32215193,-0.92064285,-0.010791436,0.39071324,0.70012796,-0.61175144,-0.49502027,0.5981529,-0.39232612,0.47266692,0.67987853,0.4273378,0.8408736,0.791329,0.49851584,0.4845953,0.6250431,0.5292056,0.6894635
5.0,0.406878,-0.14532718,-0.502924,0.049955424,0.20630741,0.4205863,-0.33755046,-0.24868771,0.31491238,-0.19947684,0.6450705,0.7675793,0.6045753,0.95513403,0.8678661,0.6673224,0.64104426,0.7852725,0.6801467,0.8499021
2.0,0.71404463,-0.28916478,-0.85560536,-0.0034059621,0.37330207,0.659273,-0.576409,-0.46787453,0.5578112,-0.3622086,0.49580148,0.6940325,0.44933558,0.8582678,0.80115354,0.5213656,0.5028905,0.6444689,0.55074036,0.7129121
2.0,0.706414,-0.2822502,-0.8453619,-0.0021133833,0.3740298,0.6531229,-0.5729906,-0.46609658,0.5530556,-0.35707933,0.49937135,0.6966656,0.45218796,0.86149883,0.8018041,0.5247993,0.50460446,0.6465458,0.5541971,0.7167781
4.0,0.71413296,-0.27774978,-0.8468578,-0.005340252,0.3845036,0.6567205,-0.58070916,-0.47413558,0.55696386,-0.3586883,0.49907967,0.697987,0.450854,0.86098826,0.8013657,0.52561283,0.5019449,0.6429239,0.55381155,0.71688443
6.0,0.79365075,-0.33938977,-0.95797485,-0.015399966,0.40422705,0.7244787,-0.63464123,-0.51303077,0.6225384,-0.4096234,0.4599217,0.6724002,0.41465944,0.8312521,0.7850949,0.48591208,0.47333443,0.61315227,0.51718926,0.6763827
7.0,0.7810143,-0.32342798,-0.9363577,-0.0144671835,0.40797046,0.712453,-0.62898606,-0.51126915,0.6125408,-0.39947596,0.46715528,0.6782391,0.42053968,0.8375384,0.78732735,0.49347827,0.47684363,0.61691755,0.5241189,0.68439317
1.0,0.7321671,-0.310123,-0.8850081,-0.005257234,0.36935312,0.6755831,-0.58442235,-0.4712001,0.5717135,-0.37602472,0.48528215,0.6859785,0.4409562,0.84954673,0.798437,0.51070553,0.49792448,0.6389766,0.5409039,0.70179266
1.0,0.73998,-0.31433618,-0.89460677,-0.0064968057,0.3732163,0.6818478,-0.59050566,-0.4762033,0.57815796,-0.38044524,0.48186198,0.6840716,0.43750826,0.8470704,0.7967685,0.50735396,0.49482676,0.6357169,0.53773576,0.69838625
5.0,0.4027039,-0.13975915,-0.49469692,0.04975886,0.20656046,0.41623095,-0.33502898,-0.24653512,0.31048015,-0.19646539,0.6494282,0.77028745,0.60840136,0.95735717,0.8694353,0.67231524,0.6435857,0.7868937,0.6834298,0.8536094
5.0,0.38950226,-0.13899669,-0.48490253,0.05342574,0.1953294,0.40752557,-0.32358015,-0.23491898,0.30175564,-0.1908155,0.6539649,0.7713351,0.6142591,0.96027786,0.87156224,0.6756323,0.64988047,0.7945223,0.68747425,0.8574588
2.0,0.6975853,-0.27833837,-0.8340658,-0.0011229776,0.36725354,0.64565873,-0.56447655,-0.4582966,0.5442968,-0.3524181,0.5037376,0.69880474,0.45703015,0.86401534,0.8047119,0.5294556,0.5093021,0.6509386,0.5580299,0.7208946
4.0,0.69568205,-0.27060303,-0.82588035,-0.0021872483,0.3719352,0.64234686,-0.56482023,-0.45990887,0.54130125,-0.34923574,0.5069828,0.70179015,0.45929366,0.86617744,0.8057097,0.5333714,0.5100476,0.65121704,0.56090444,0.7243837
2.0,0.73986685,-0.30402163,-0.88745964,-0.0075461194,0.3844877,0.68000424,-0.5956076,-0.48342076,0.57844496,-0.37701216,0.4843492,0.6874102,0.43807033,0.8497958,0.79597735,0.5100599,0.493126,0.6342217,0.54012823,0.70138556
4.0,0.7052478,-0.27746862,-0.83909833,-0.0034170337,0.37512857,0.65031934,-0.5715935,-0.4652232,0.5494879,-0.35516977,0.5019748,0.69871765,0.45463622,0.8627159,0.803654,0.5283555,0.50630283,0.64734155,0.55637574,0.71945167
5.0,0.37008905,-0.14342475,-0.4752922,0.05937321,0.17208143,0.39510015,-0.30291823,-0.21308576,0.28849295,-0.18390831,0.65855634,0.7705478,0.6226169,0.9630773,0.87585497,0.6783218,0.6611633,0.807678,0.6914749,0.8613331
7.0,0.80411506,-0.34206125,-0.9686899,-0.017422792,0.41244578,0.7323431,-0.6441914,-0.5214626,0.6310181,-0.41455966,0.45633104,0.6708705,0.41057956,0.8287608,0.7828486,0.4824891,0.46904847,0.60868376,0.51377434,0.6728329
5.0,0.41868365,-0.14589229,-0.5117473,0.046905465,0.21656327,0.42861906,-0.34814575,-0.25969675,0.32270658,-0.20430286,0.64115477,0.7668135,0.5991031,0.95243686,0.86551875,0.66403246,0.63493454,0.7787168,0.6765758,0.8465627
6.0,0.79011106,-0.3389662,-0.95446455,-0.014707521,0.40067384,0.7218679,-0.6310286,-0.5096745,0.6194021,-0.40807945,0.46114263,0.67280775,0.41612786,0.8319621,0.78597516,0.4870441,0.4749778,0.6148715,0.5183231,0.67750925
1.0,0.7099203,-0.29148036,-0.85389674,-0.0022795536,0.36643085,0.65666604,-0.5709415,-0.46199638,0.55448335,-0.36142933,0.49639317,0.693504,0.45091012,0.85841745,0.8024495,0.5219493,0.5053144,0.6467518,0.55126625,0.7133592
3.0,0.79283696,-0.34133908,-0.9587993,-0.014901038,0.4014456,0.7243556,-0.6330556,-0.51110727,0.62205034,-0.40993634,0.45966312,0.67182815,0.41470644,0.83089113,0.78523433,0.4854994,0.47382665,0.61370707,0.5169275,0.6760045
2.0,0.7293723,-0.29543343,-0.8734421,-0.005915012,0.3835746,0.6713517,-0.589672,-0.47958684,0.5710166,-0.37020656,0.48923457,0.69079614,0.4423185,0.85392576,0.7974656,0.514887,0.4961602,0.63757867,0.54477376,0.706598
7.0,0.8100461,-0.34453905,-0.97560906,-0.018426482,0.41630167,0.73704743,-0.6493016,-0.5257296,0.6360239,-0.41771376,0.45400682,0.6696739,0.40812975,0.82710797,0.7815397,0.48023978,0.46666518,0.6061646,0.5115734,0.6705058
6.0,0.7942863,-0.34218088,-0.9599263,-0.01535717,0.40132624,0.7253499,-0.63360506,-0.5113385,0.6224171,-0.41074836,0.45935306,0.6715799,0.41450563,0.83039415,0.7853192,0.4852741,0.47371924,0.61348706,0.51659584,0.6755606
6.0,0.7569027,-0.32302815,-0.91557384,-0.009009615,0.38272005,0.6956049,-0.60448486,-0.48792934,0.5927482,-0.38988104,0.47443482,0.6800259,0.4297785,0.84188277,0.792732,0.4999183,0.487692,0.62840104,0.53086066,0.6909979
1.0,0.7404349,-0.31377977,-0.89446235,-0.00670328,0.37414432,0.682026,-0.59113324,-0.47691137,0.5783696,-0.38043162,0.48192793,0.68424565,0.4374455,0.8471304,0.7967034,0.5074589,0.49461713,0.6354928,0.5377889,0.6984615
7.0,0.7894279,-0.33211303,-0.9498669,-0.015116412,0.4080966,0.72025883,-0.63410455,-0.5142774,0.6197798,-0.40557513,0.46257016,0.67487264,0.416443,0.8338855,0.7854311,0.488609,0.47390947,0.6139776,0.51975965,0.6794534
4.0,0.70554745,-0.2749482,-0.837443,-0.0038090833,0.3780649,0.65011454,-0.5730532,-0.46716613,0.54964274,-0.35445145,0.5026151,0.69958067,0.4547333,0.8632717,0.8034225,0.5290565,0.50579196,0.6468673,0.55697924,0.7202022
2.0,0.72415197,-0.29407224,-0.8677715,-0.004980292,0.3790393,0.6673509,-0.5846772,-0.47498357,0.5663157,-0.36769044,0.49135867,0.69167626,0.44471726,0.85519725,0.7988125,0.5169142,0.49864024,0.64015937,0.5466636,0.70855194
4.0,0.7076664,-0.27821028,-0.84174263,-0.0038262308,0.377058,0.6522014,-0.5738405,-0.4672972,0.5516084,-0.35634044,0.5009733,0.6982813,0.45350063,0.8620922,0.8030203,0.5273537,0.50515527,0.6462009,0.5554858,0.71851164
6.0,0.7984713,-0.34477684,-0.96529824,-0.015975732,0.4030226,0.72881246,-0.6367508,-0.5137259,0.6258329,-0.4132366,0.45756292,0.67049205,0.4127399,0.82900316,0.7844542,0.4834942,0.4721748,0.61185366,0.51488817,0.67369866
