label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12
1.0,-0.0018761158,0.0016656183,0.0073350817,0.0056546405,0.00028117374,-0.0048755296,-0.0006593652,-0.001173228,-0.0030602403,-0.0038523395,-0.0014853626,-0.004672397,0.99569654,0.9973636,0.99729484,0.9989447,0.99536824,0.9850842,0.98836285,0.9927299,0.9929132,0.9980203,0.9868163,0.994582
1.0,-0.0034720227,0.0051597543,0.016647097,0.002574049,0.0012324154,-0.01277788,-0.007558711,-0.007963251,-0.008383809,-0.0046118833,0.0059773773,-0.0009828694,0.9971676,0.9969052,0.99148995,0.9942777,0.992559,0.9945869,0.98732173,1.0010626,1.0024844,0.999794,0.9990159,0.9978279
1.0,0.0024978146,0.0016535223,0.005071152,0.007368371,0.0029522255,-0.0023878776,0.0010249652,-0.00021609291,-0.0010575708,-0.002152523,-0.0057289675,-0.0036587752,0.99549836,0.9963768,0.9976396,0.9993895,0.9966788,0.98384213,0.98872143,0.99115914,0.99056333,0.9993104,0.9840735,0.99518555
1.0,-0.0021894425,0.0054691583,0.015854422,0.0017574355,0.00037726015,-0.012876697,-0.0061259605,-0.0067083836,-0.009144034,-0.0043389704,0.0052303597,-0.0016953461,0.99725187,0.99778575,0.9911432,0.9937953,0.9932512,0.9964715,0.9863159,1.0014217,1.0030216,0.99922544,0.9992257,0.9983238
1.0,-0.010481562,0.003670428,0.014040142,0.0014735609,-0.004768502,-0.0125705,-0.0053617284,-0.0038063712,-0.00847886,-0.0070727207,0.0079315975,-0.005840577,0.9965022,0.9999951,0.99525386,0.9966229,0.9927763,0.9906604,0.98756427,0.99757177,1.0001512,0.9946416,0.9957629,0.9945221
1.0,0.0029882267,0.0016616583,0.0048102513,0.0072245896,0.0028948486,-0.002044227,0.0013752617,9.927899e-06,-0.0010704454,-0.0021890942,-0.006070599,-0.0035949945,0.99564314,0.9964248,0.99766916,0.999199,0.9967772,0.98426634,0.9885668,0.9909821,0.9906267,0.999499,0.98394644,0.9950997
1.0,0.0007872805,0.0012706369,0.005813893,0.006193958,0.00087322295,-0.003247358,0.0016094446,0.0003318973,-0.0019683447,-0.0030530635,-0.0037297904,-0.004831087,0.9954741,0.99771047,0.997184,0.9993377,0.99640405,0.9850892,0.9877279,0.992011,0.9920371,0.9980814,0.98516154,0.9949165
1.0,0.002313055,0.0022263154,0.0052709617,0.0073686317,0.0037209354,-0.0024576224,-0.0004220493,-0.0013537519,-0.0013071299,-0.0023126528,-0.0058295876,-0.0027885549,0.99594957,0.9953184,0.9981519,0.99875784,0.9961925,0.98381126,0.9895315,0.990885,0.99037457,1.000361,0.98443097,0.9949166
1.0,-0.0010916218,0.001579795,0.006881643,0.0056400076,0.00033135712,-0.0043429807,0.00011761114,-0.0006957911,-0.002786477,-0.0037259683,-0.0020875335,-0.004788216,0.9956912,0.99753225,0.99730104,0.9989667,0.9956429,0.9853226,0.988069,0.9925261,0.9927691,0.9980272,0.9864055,0.9946261
1.0,-0.010495804,0.003587529,0.014467098,0.002797909,-0.002784878,-0.012116019,-0.007280886,-0.005525604,-0.007931633,-0.006759839,0.0076467097,-0.00431069,0.99658984,0.9981568,0.99547255,0.9968232,0.99223125,0.9887463,0.9890172,0.99712783,0.9992117,0.9963322,0.9953385,0.99431753
1.0,-0.010019749,0.004068639,0.016270604,0.0043441355,0.0009921305,-0.011810802,-0.010612292,-0.009074885,-0.0076139877,-0.00638834,0.007788487,-0.0011692718,0.99719256,0.9950242,0.9950172,0.9962287,0.9910419,0.98790413,0.9910552,0.9974653,0.999173,0.99966645,0.9962739,0.9942084
1.0,-0.00018917769,0.0055383034,0.01558407,0.0016498044,0.00096142665,-0.012601826,-0.005531609,-0.006644305,-0.008958382,-0.0036360305,0.0043113083,-0.0014356934,0.9971551,0.9977645,0.99046844,0.99350286,0.99363863,0.99738866,0.9856018,1.0020705,1.003098,0.9998312,0.9992671,0.9992837
1.0,-0.0002584383,0.0018678308,0.0065229163,0.006236501,0.0015479922,-0.0038836673,-0.0004710965,-0.0012297556,-0.0023903223,-0.0033204127,-0.0031271428,-0.0039869845,0.99581826,0.9965989,0.99764043,0.99883056,0.995665,0.9847047,0.9887507,0.99201447,0.99199605,0.99894065,0.9859082,0.994668
1.0,-0.0028149933,0.0053765997,0.016044501,0.0019662008,0.00047995523,-0.012820896,-0.006543372,-0.006967351,-0.00912452,-0.004520528,0.005543351,-0.0015699044,0.99730957,0.997551,0.991344,0.99394333,0.9930451,0.9959657,0.9867161,1.0012044,1.0029137,0.9993073,0.99917656,0.997961
1.0,-0.010375716,0.003836792,0.014773723,0.0026361048,-0.002554603,-0.012139555,-0.0074428134,-0.005868815,-0.008173037,-0.0068492144,0.0077760294,-0.003983151,0.99681765,0.9979791,0.9953539,0.9964776,0.99208343,0.98942137,0.9890606,0.997291,0.9996293,0.9966672,0.99577826,0.99426746
1.0,0.004554063,0.0015560985,0.004009608,0.0075711533,0.0034332238,-0.0011387467,0.0025321096,0.0007391721,-0.00038618036,-0.0016920306,-0.007416986,-0.003583435,0.9955444,0.99651474,0.99764293,0.99937105,0.9973659,0.98425376,0.9882957,0.9905528,0.9901097,0.9995919,0.9830825,0.99532187
1.0,-0.007564027,0.0023899674,0.010935411,0.0033312961,-0.0027083643,-0.0086291805,-0.0036523454,-0.0029775985,-0.0061087683,-0.006067971,0.004172452,-0.0053170472,0.99629974,0.9983997,0.99668694,0.99780834,0.993548,0.98750466,0.9882832,0.9949632,0.99655616,0.99659353,0.9913155,0.99385804
1.0,-0.0096194185,0.0033004247,0.013434429,0.003713064,-0.0012563728,-0.010410912,-0.0074574873,-0.0060402527,-0.0070409384,-0.006457748,0.006194897,-0.0034784563,0.996776,0.9966948,0.99633837,0.99702924,0.9921702,0.9873163,0.98993784,0.9958821,0.9975952,0.99791265,0.9936466,0.9937324
1.0,-0.010058008,0.00401818,0.016145866,0.004375167,0.0010493733,-0.011653297,-0.010573646,-0.009063534,-0.007549042,-0.006386917,0.0077091977,-0.0011862479,0.99721247,0.99494797,0.99515134,0.99625653,0.99103796,0.9878048,0.9911274,0.99732995,0.99899995,0.99974406,0.9960842,0.9940986
1.0,-0.0044962578,0.0061471313,0.014321424,-0.00060186535,-0.0043389797,-0.014622483,-0.0032922514,-0.0030395016,-0.01035081,-0.0054177344,0.005925633,-0.005306028,0.9968007,1.0013239,0.9922993,0.99375093,0.99409986,0.9980156,0.9847231,1.0008485,1.0034324,0.99483454,0.99920815,0.99808544
1.0,-0.010539383,0.003552135,0.013606265,0.0006365925,-0.006319221,-0.013074316,-0.0038952008,-0.0023021773,-0.008689174,-0.0071584117,0.0081125945,-0.00721116,0.99622095,1.0015053,0.9950286,0.99672097,0.993303,0.9916115,0.9864171,0.99798065,1.0005833,0.9931083,0.9958903,0.9948455
1.0,-0.01013967,0.0041560084,0.015399564,0.0025753751,-0.0021296777,-0.012547255,-0.007866342,-0.0064196885,-0.008365178,-0.0067806523,0.008025788,-0.003539078,0.99693096,0.9978018,0.994928,0.9961181,0.991927,0.9900982,0.9890575,0.99781287,1.0002205,0.99696046,0.9965528,0.994548
1.0,0.0038485825,0.005559318,0.014668744,0.0013222024,0.0018352047,-0.011873592,-0.0041311793,-0.0061561055,-0.008942981,-0.0022734534,0.0022975802,-0.001108069,0.9970789,0.9977465,0.9891814,0.9929042,0.99459785,0.99938595,0.98409235,1.003227,1.0032308,1.0009978,0.99919635,1.0010159
1.0,-0.008952368,0.004738651,0.015794437,0.0019007549,-0.002490729,-0.013480414,-0.0072570182,-0.006017875,-0.008938918,-0.006483188,0.00797639,-0.0036703385,0.99691427,0.9986205,0.99393636,0.9954767,0.9922808,0.99210954,0.98808604,0.9989309,1.0014812,0.9964562,0.9978168,0.99555856
1.0,-0.010368235,0.0039870925,0.014682744,0.0017307401,-0.00398086,-0.012912009,-0.006284345,-0.004708294,-0.008560911,-0.0069553033,0.0080957115,-0.00509483,0.9966148,0.9994053,0.99498606,0.99634206,0.99249655,0.99072695,0.98796165,0.997883,1.0004187,0.9952509,0.9963591,0.99472576
1.0,-0.008511517,0.004827291,0.016058292,0.0020521656,-0.0018387251,-0.013349328,-0.007525269,-0.006532315,-0.008839785,-0.0063358545,0.007866479,-0.0031766444,0.9970142,0.9982105,0.9937373,0.9953006,0.99216336,0.9923385,0.9882,0.9991165,1.0015947,0.99703974,0.9980021,0.9956706
1.0,-0.009846915,0.0035322346,0.014209829,0.004367724,5.562976e-05,-0.010595579,-0.009120878,-0.007461928,-0.007088978,-0.006358821,0.0064441487,-0.0022724494,0.9969694,0.9954777,0.99623203,0.9968614,0.9916446,0.98666114,0.99092895,0.9959811,0.9975084,0.9990612,0.99408907,0.99367404
1.0,-0.009541128,0.0045323297,0.015492093,0.0017582476,-0.0031140745,-0.013503555,-0.0069326907,-0.005558282,-0.008780049,-0.0066614673,0.008120924,-0.0042622425,0.99675107,0.99901843,0.9942607,0.9957465,0.9923531,0.9917015,0.9879546,0.99867386,1.0011944,0.9958639,0.9974422,0.9953654
1.0,-0.009908181,0.0024932586,0.011770625,-1.8417835e-05,-0.008068364,-0.011498734,-0.00072045624,0.0002977699,-0.008128965,-0.007369481,0.007321276,-0.009116016,0.99592984,1.0030504,0.99542916,0.9975227,0.9941785,0.9918358,0.9849668,0.9972854,0.99995637,0.9917987,0.994119,0.99439776
1.0,0.0014825165,0.0056807846,0.015052658,0.0012789294,0.00094730034,-0.012486342,-0.0046360493,-0.006105341,-0.009103911,-0.0031132326,0.0034328997,-0.0015762039,0.99709445,0.99807537,0.989969,0.993168,0.9941524,0.99852604,0.9847734,1.0025523,1.0032554,0.9999571,0.9992908,1.0000806
1.0,-0.010299969,0.0039621703,0.01536167,0.0032590926,-0.001280982,-0.012109149,-0.008661889,-0.00707997,-0.00796725,-0.0066826157,0.007811494,-0.0029594675,0.996932,0.9969175,0.9952405,0.99638253,0.9916881,0.98882455,0.98979944,0.9973641,0.9994727,0.9977138,0.99600095,0.9942865
1.0,-0.010216504,0.004085332,0.01532485,0.0026650801,-0.0020649508,-0.012434807,-0.00791347,-0.0064527653,-0.008265877,-0.006783081,0.007981412,-0.0035258569,0.9969146,0.99770784,0.9950355,0.99620086,0.9919052,0.9898414,0.9891523,0.9976853,1.000041,0.99702126,0.9963767,0.99447006
1.0,-0.002352666,0.0015127212,0.0075240433,0.0052714497,-0.0004739836,-0.005146008,-0.0003397204,-0.0008413568,-0.0033843294,-0.004109416,-0.0008925721,-0.0050964765,0.99567705,0.99790835,0.9970936,0.9989571,0.99535805,0.9855484,0.9879794,0.99300575,0.99341244,0.99753404,0.9871327,0.99451816
1.0,-0.009406161,0.004451461,0.01589996,0.0025886819,-0.0014272481,-0.012630086,-0.008224845,-0.006939657,-0.008812386,-0.0066196527,0.008012906,-0.0028097332,0.99725354,0.99737126,0.99435985,0.99559593,0.9918551,0.9911925,0.9891471,0.9983306,1.0009365,0.9976922,0.99732864,0.9946965
1.0,-0.010427799,0.0038067997,0.014471494,0.0020185784,-0.0036573224,-0.012421701,-0.006436374,-0.0048909895,-0.008354832,-0.0069717653,0.007889904,-0.0048888586,0.99667346,0.99899125,0.99527454,0.99649405,0.99241316,0.9901473,0.988297,0.99747986,0.9999751,0.99565345,0.99586904,0.99442023
1.0,-0.005709503,0.00558972,0.015440416,0.00083759427,-0.002514653,-0.013856504,-0.0055147335,-0.005128134,-0.009720748,-0.0056461003,0.0066835135,-0.003730256,0.9970652,0.9994771,0.99259394,0.9942826,0.9931456,0.99575233,0.9864235,1.0003173,1.0028821,0.99649894,0.9989491,0.9971059
1.0,-0.0057281964,0.005254604,0.016221996,0.001957506,-0.0007077567,-0.013292983,-0.007105734,-0.0068022124,-0.00910034,-0.005479453,0.0068172663,-0.002310697,0.99719876,0.99793303,0.9924697,0.9945095,0.99256545,0.994357,0.9874723,1.0002403,1.0024732,0.99809104,0.99883664,0.99685156
1.0,-0.007489655,0.004602462,0.017292064,0.0038523898,0.0016319938,-0.012445755,-0.01008779,-0.009321164,-0.008130007,-0.0057273638,0.0075976923,-0.00046382844,0.99735624,0.9954257,0.9931194,0.99530107,0.9913735,0.9908499,0.98982656,0.9993535,1.0011665,1.000129,0.99816847,0.99565166
1.0,-0.006405875,0.005025115,0.016544584,0.0024397448,-0.0001244545,-0.013040431,-0.007905498,-0.007511601,-0.0088032605,-0.005621327,0.007142037,-0.0018679537,0.9972609,0.9972765,0.9927166,0.99473614,0.9921967,0.99342215,0.9881298,0.9999572,1.002129,0.9986043,0.99863255,0.9963959
1.0,-0.009454578,0.0035283864,0.013971113,0.004980184,0.0012530796,-0.010017548,-0.009703884,-0.008131474,-0.0065756384,-0.006091984,0.0058009475,-0.0016040057,0.99704283,0.9944642,0.9965678,0.9968906,0.991498,0.98581624,0.9915935,0.99555475,0.9966727,1.0000377,0.99348646,0.99353755
1.0,-0.0020862818,0.002440516,0.007748779,0.0062353313,0.0020274073,-0.0049873777,-0.003192041,-0.0031718165,-0.003245051,-0.0038069598,-0.0017749667,-0.0029804856,0.996235,0.9954085,0.9979172,0.9982527,0.99462706,0.9843547,0.98998255,0.9922865,0.9923149,0.9998659,0.9871283,0.99428
1.0,0.008986078,0.0019772127,0.0020043626,0.008678682,0.0060177855,0.001361467,0.0039961636,0.0015128553,0.0013273228,-0.0003358964,-0.011527836,-0.0024015643,0.99578375,0.9955255,0.998141,0.99920565,0.99855536,0.98404044,0.98854434,0.9889669,0.9883031,1.0010633,0.98100775,0.99574614
1.0,0.00013995916,0.0019415952,0.00631389,0.00613638,0.0016345643,-0.0035830066,-0.0002900958,-0.001162447,-0.0023892978,-0.0033521466,-0.0034338236,-0.0038650967,0.99598014,0.9965084,0.9977231,0.9986104,0.99570924,0.98505175,0.98870814,0.99185014,0.9920048,0.9992059,0.98582023,0.9945724
1.0,-0.010363843,0.0032981,0.014127091,0.0034200922,-0.0021189637,-0.011594988,-0.007536281,-0.005769275,-0.0072451746,-0.0065066162,0.007169865,-0.004106194,0.9963829,0.9976187,0.99582154,0.9972871,0.99219424,0.98737067,0.9894414,0.9966779,0.9982185,0.99673504,0.9944678,0.9942812
1.0,0.00022762269,0.00044414774,0.005885415,0.0052440166,-0.0012414344,-0.003430646,0.0039227307,0.0021150187,-0.0021900209,-0.0035171956,-0.0025572255,-0.0066235624,0.9950683,0.9997747,0.99640596,0.99987483,0.9968125,0.9862695,0.9860075,0.9928238,0.9931633,0.996178,0.9854195,0.99499756
1.0,-0.010087665,0.004164893,0.015718069,0.0030508265,-0.0012882017,-0.012438383,-0.008647889,-0.0071726255,-0.00817567,-0.006657595,0.008004606,-0.0028777383,0.9969826,0.9970859,0.9948877,0.99613804,0.9916815,0.98953366,0.98957044,0.9977915,1.0000093,0.99765855,0.9965705,0.9945338
1.0,-0.0041598566,0.0015827641,0.0085244365,0.004320398,-0.0018217377,-0.006243672,-0.0007262938,-0.0010065734,-0.0042464565,-0.0048876572,0.0009802431,-0.0057501495,0.9957576,0.9986348,0.9968845,0.99874157,0.99488986,0.9864441,0.9875678,0.99378353,0.9946152,0.9966843,0.9884542,0.99432254
1.0,-0.010125492,0.0032492913,0.013382986,0.0022426397,-0.0038027465,-0.011345029,-0.0055301785,-0.0041624866,-0.0077367825,-0.006903881,0.0070978403,-0.005347818,0.9965306,0.9990134,0.99585474,0.99700165,0.99270916,0.9892466,0.98822707,0.9966634,0.9989473,0.99563456,0.9944535,0.9940502
2.0,-0.0069840923,0.0009323135,0.009534027,0.0018599704,-0.006456662,-0.008357316,0.0015001558,0.0015297569,-0.006048632,-0.00619122,0.0043757856,-0.0088852905,0.9954275,1.002383,0.99566585,0.99896413,0.9951586,0.9892985,0.9849764,0.9957624,0.99743426,0.9928809,0.99052453,0.99435306
2.0,-0.009229414,0.004575733,0.016003627,0.0024510026,-0.0016667433,-0.013060652,-0.008067023,-0.006803397,-0.008736283,-0.0065196007,0.00801485,-0.0030060634,0.99706626,0.99774283,0.99413186,0.995584,0.9919617,0.99131525,0.9887916,0.998616,1.0011221,0.9972834,0.99757296,0.99514955
2.0,-0.00983521,0.0036405697,0.014648553,0.0045503452,0.00088616833,-0.010503385,-0.00979856,-0.008232176,-0.007249713,-0.006373232,0.0066111013,-0.0015692078,0.9973008,0.99473506,0.9960777,0.9964869,0.9913689,0.9870348,0.99135536,0.9961427,0.99775285,0.99991536,0.9944866,0.99344295
2.0,-0.007494889,0.0050733685,0.01598816,0.0017343014,-0.0018078387,-0.013435252,-0.0070238076,-0.006289996,-0.009194039,-0.006106654,0.0074863583,-0.0031136163,0.9971473,0.9984091,0.9932633,0.99486786,0.99242884,0.99361986,0.98772156,0.9995591,1.0021591,0.99713933,0.9984335,0.9960552
2.0,-0.010145176,0.0026671179,0.012512848,0.0010452867,-0.006433986,-0.011680387,-0.0027060285,-0.0014032386,-0.007846615,-0.007034788,0.0073580444,-0.007763136,0.995959,1.0016308,0.9954987,0.9975776,0.9936371,0.9903404,0.9862326,0.9971865,0.9994057,0.9930347,0.99420017,0.99448967
2.0,-0.010103427,0.0042158924,0.015192639,0.0019225329,-0.003401436,-0.013312291,-0.0069063976,-0.0053052492,-0.008612169,-0.006771654,0.008178249,-0.004568707,0.9966392,0.99906707,0.9946077,0.9961193,0.9923716,0.99086934,0.9881223,0.99828124,1.0007113,0.99561673,0.99690115,0.9950611
2.0,-0.0084549785,0.0015935376,0.010790497,0.0017002001,-0.006219309,-0.0096773915,-0.00050446764,8.005276e-05,-0.0065475283,-0.006497234,0.0056215823,-0.008375436,0.99556464,1.0018514,0.99575496,0.9985438,0.9944359,0.9892122,0.98567694,0.99626833,0.9979428,0.9930522,0.9918746,0.9944004
2.0,-0.00855276,0.0025481358,0.011521939,0.0025736243,-0.0037796982,-0.009496547,-0.0036503673,-0.0027909167,-0.0068702213,-0.0065475553,0.0052777603,-0.0058158264,0.9964123,0.9991043,0.9963989,0.99750125,0.9934286,0.9886089,0.98785925,0.9955317,0.99763286,0.99584085,0.99236274,0.99376637
2.0,-0.010377575,0.003795579,0.01452557,0.0023741499,-0.0030056685,-0.012118004,-0.006976284,-0.0054327324,-0.008313576,-0.006946968,0.0077296123,-0.0043223687,0.99684894,0.9983052,0.99538267,0.9964156,0.99224204,0.98981565,0.9887903,0.99724543,0.9997741,0.996359,0.99573344,0.9941736
2.0,-0.004435826,0.00629225,0.013788849,-0.0012095124,-0.005394239,-0.015102211,-0.0023805425,-0.001966752,-0.010550162,-0.005413091,0.0057825223,-0.006229434,0.99658424,1.0022718,0.9923125,0.9936855,0.99450296,0.9985771,0.9840415,1.000977,1.0035005,0.9937998,0.9992055,0.9984237
2.0,-0.00850521,0.002913259,0.012077145,0.003580168,-0.001696866,-0.00930988,-0.005699463,-0.004710287,-0.006520588,-0.0062595922,0.0050027817,-0.004203122,0.9966518,0.99724424,0.99669373,0.9972989,0.99279314,0.9873763,0.98930395,0.99524814,0.99689746,0.99759376,0.9923441,0.9936668
2.0,-0.0059774853,0.0017961971,0.009634003,0.0034583807,-0.002938155,-0.007465601,-0.0014248118,-0.0013934672,-0.005133557,-0.0055994764,0.0028162822,-0.006194085,0.995876,0.999188,0.9966924,0.9984461,0.9943754,0.98728967,0.9873498,0.99456334,0.99578947,0.99597764,0.9898813,0.994163
2.0,-0.010054719,0.0036562756,0.014753092,0.004677452,0.0007097572,-0.010870982,-0.009993458,-0.008248027,-0.0069982735,-0.0063093193,0.006713152,-0.0017555952,0.99697566,0.9949329,0.9960904,0.9968175,0.9913595,0.9863037,0.9913282,0.99619216,0.99754673,0.9994841,0.99445504,0.99376154
2.0,-0.000115416944,0.0029335618,0.0067593716,0.007648073,0.0045914464,-0.0039752163,-0.0041320994,-0.003933627,-0.0021946914,-0.002758298,-0.004225105,-0.00152703,0.99631125,0.99360967,0.99858487,0.9982484,0.994887,0.98274434,0.9912986,0.99121445,0.9903942,1.0014812,0.9857949,0.9945351
2.0,-0.006897077,0.004705172,0.017240237,0.0036405846,0.0015062876,-0.012564927,-0.009695232,-0.009078756,-0.008229752,-0.0055798646,0.007395141,-0.00055124983,0.9973378,0.995705,0.9928203,0.99513495,0.99156606,0.99146754,0.989416,0.9996461,1.0014683,1.0000076,0.9983832,0.9959987
2.0,-0.007998239,0.002540663,0.011442702,0.0038497448,-0.0019274242,-0.009036917,-0.004866764,-0.0039135516,-0.005915261,-0.005907275,0.004394762,-0.0047796555,0.9961938,0.9977106,0.9967304,0.9979261,0.99322504,0.98655635,0.9889411,0.99505657,0.99623734,0.99698174,0.9915091,0.993999
2.0,-0.0010357648,0.005675271,0.0155390315,0.0014469028,0.00022632256,-0.013007913,-0.0054386966,-0.0062559657,-0.009116391,-0.00395575,0.0046574995,-0.0018902235,0.9970747,0.9982081,0.9907888,0.9935954,0.99361664,0.99713224,0.98562795,1.0018128,1.0031068,0.9990715,0.9992821,0.9991115
2.0,-0.010009505,0.0032670274,0.013563637,0.003027141,-0.0025467873,-0.0110484585,-0.006625913,-0.0051808283,-0.0073371064,-0.0066578686,0.006795563,-0.0044408776,0.99655986,0.99790883,0.99603987,0.997111,0.99240106,0.9880959,0.9890838,0.9963756,0.9982792,0.996654,0.9941357,0.99400085
2.0,-0.0073766746,0.005622957,0.013620473,-0.0013955683,-0.0071437284,-0.015253454,-0.0023172162,-0.0011168383,-0.0105823185,-0.0064411163,0.007113859,-0.007516168,0.9964845,1.0030806,0.99330455,0.9945057,0.9942886,0.99717546,0.9843841,1.0000894,1.0031589,0.99224204,0.9986291,0.9970414
