label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16
2.0,-0.13414921,0.22825235,-0.43339032,0.03574244,-0.2936018,-0.2846586,-0.35850734,0.7431935,0.29869393,-0.59092224,-0.89597917,-0.5400901,0.36527023,-0.6202411,-0.27323788,0.17667294,0.8683299,0.7990205,0.69574004,0.85920036,0.75254655,0.7860684,0.72615975,0.52111745,0.77867633,0.5879676,0.46243834,0.5941671,0.7477782,0.56058186,0.8243171,0.813694
3.0,-0.13552159,0.21325594,-0.4175732,0.03569402,-0.28901368,-0.2760486,-0.34046143,0.7124108,0.29006046,-0.5708195,-0.8652278,-0.5177824,0.34139946,-0.5926997,-0.25744468,0.1611215,0.87240636,0.79998994,0.705033,0.87119055,0.7564533,0.7922841,0.73247427,0.5334026,0.7874859,0.6034844,0.4797175,0.6052047,0.76081866,0.5809116,0.84185857,0.8224182
2.0,-0.1338637,0.22687379,-0.4308855,0.035635695,-0.29150403,-0.28266782,-0.3554279,0.73851866,0.2968027,-0.5872959,-0.8906259,-0.53688824,0.3636032,-0.6169873,-0.27060318,0.17478132,0.869119,0.7997712,0.69709057,0.8603047,0.75329834,0.7875816,0.7271732,0.5231451,0.7797562,0.5900304,0.46515876,0.5962712,0.749745,0.56304115,0.82581246,0.81458884
4.0,-0.13401541,0.23136985,-0.43670377,0.035673037,-0.29451168,-0.28648025,-0.36217454,0.7496407,0.30043107,-0.5950514,-0.90217483,-0.544781,0.3702974,-0.6257997,-0.27666354,0.1800382,0.867467,0.7988791,0.6937793,0.85663426,0.751744,0.7847299,0.7249684,0.5185762,0.77684724,0.584847,0.4589216,0.5918883,0.7450728,0.5564771,0.8208759,0.81193554
2.0,-0.13416055,0.22801499,-0.43323156,0.03578203,-0.2936858,-0.28459746,-0.35835478,0.7428736,0.2986473,-0.5907705,-0.89578795,-0.53982747,0.36487433,-0.61995167,-0.2730528,0.17644963,0.868349,0.7989817,0.6958349,0.85938543,0.7525755,0.7860969,0.72617686,0.52123684,0.7787793,0.5881263,0.46260074,0.59425175,0.74792737,0.56081146,0.82452667,0.81378424
2.0,-0.13396053,0.22971705,-0.43489173,0.035769265,-0.29397154,-0.28537604,-0.36015317,0.74612856,0.2994207,-0.5927861,-0.8989058,-0.542216,0.36771265,-0.62300265,-0.2746954,0.17819083,0.8679222,0.7990059,0.6948286,0.8579733,0.7522011,0.78551716,0.7255245,0.5199889,0.77780724,0.5864783,0.4608382,0.59317493,0.746571,0.55861866,0.8225414,0.81278443
3.0,-0.13552552,0.22177932,-0.42894912,0.036129702,-0.2953791,-0.28361797,-0.35413787,0.7341854,0.29760265,-0.5863681,-0.8888335,-0.5330135,0.35388064,-0.61023206,-0.26897466,0.17092218,0.8691731,0.7979084,0.6986217,0.8644674,0.7533068,0.7866939,0.7277386,0.5242961,0.781825,0.5930176,0.46710405,0.59637916,0.7516706,0.56766343,0.8316976,0.8171612
2.0,-0.13387048,0.22995849,-0.43504462,0.035782617,-0.29388064,-0.2853608,-0.3602894,0.74644923,0.2994251,-0.5929314,-0.8991919,-0.5424565,0.36819005,-0.6234398,-0.2748065,0.17839465,0.86788285,0.7990771,0.69471574,0.8577597,0.75218576,0.7855216,0.72543496,0.51989114,0.77767795,0.58627933,0.46067783,0.5931182,0.7464523,0.55833155,0.82219744,0.8126185
4.0,-0.13386385,0.22905456,-0.43312004,0.035509773,-0.29196918,-0.28394186,-0.3578989,0.74288213,0.2979861,-0.59003115,-0.8945956,-0.5401022,0.36709005,-0.62058896,-0.2730115,0.17713429,0.8685796,0.7996978,0.6957808,0.8585515,0.75275224,0.7866898,0.7264897,0.5214064,0.77852684,0.5879595,0.46277517,0.59472436,0.7478859,0.5602742,0.8235736,0.8134824
2.0,-0.13426451,0.22838247,-0.4342493,0.03592762,-0.29480797,-0.285442,-0.35965636,0.7447594,0.29948473,-0.59234035,-0.89823055,-0.5410399,0.36525577,-0.6212698,-0.2740636,0.17708956,0.86797315,0.7985914,0.6952757,0.8590623,0.75225425,0.7854132,0.7256549,0.5204135,0.77836037,0.58729243,0.4614795,0.593351,0.74718195,0.559857,0.8239631,0.8134066
4.0,-0.13370839,0.22862127,-0.43208414,0.035431083,-0.29090744,-0.2830543,-0.35658854,0.7409641,0.297134,-0.5884582,-0.8922601,-0.53882843,0.3666643,-0.6193311,-0.2719257,0.17643976,0.86893594,0.80008847,0.69633317,0.85890454,0.7530849,0.7873816,0.726944,0.5222548,0.7789393,0.58878344,0.46390924,0.59564155,0.74867725,0.56121737,0.82406914,0.8138186
2.0,-0.13401492,0.23042613,-0.43599403,0.0358175,-0.2947514,-0.2861635,-0.36147046,0.7482099,0.3001766,-0.59432757,-0.9012299,-0.5436563,0.36869922,-0.6245899,-0.27582902,0.17909151,0.8675824,0.7987519,0.69421136,0.8573868,0.7518899,0.7849102,0.7250644,0.519117,0.7772914,0.5855246,0.4596527,0.59230053,0.7457054,0.5574531,0.82172114,0.81231433
3.0,-0.13540746,0.22109284,-0.4277647,0.036079142,-0.29444802,-0.28268898,-0.35267597,0.73197734,0.29671928,-0.58468044,-0.88632447,-0.5315001,0.3530312,-0.6086825,-0.26774085,0.17001045,0.8695257,0.7982417,0.6992501,0.86500525,0.7536491,0.78738046,0.72821045,0.5252571,0.782344,0.5940075,0.4683971,0.59736556,0.7526146,0.5688611,0.83247083,0.8175854
3.0,-0.13533807,0.22326197,-0.43054983,0.03618092,-0.29590136,-0.2844603,-0.3559655,0.7373149,0.29846838,-0.58842313,-0.89206135,-0.5352561,0.3563097,-0.6131166,-0.27054554,0.17248508,0.86873364,0.79780525,0.69765085,0.8632521,0.752907,0.7860506,0.72703886,0.5230667,0.7809181,0.5914218,0.46535963,0.59527236,0.75038004,0.5655847,0.82986367,0.81621826
4.0,-0.1341601,0.23010716,-0.43608627,0.03589216,-0.29535574,-0.2864551,-0.3616947,0.7483061,0.30044782,-0.5946419,-0.9016923,-0.54363585,0.3679817,-0.6243743,-0.27593195,0.17892018,0.8674973,0.7984937,0.69420385,0.8576512,0.7518154,0.784671,0.724973,0.5190101,0.7773542,0.58555716,0.4595376,0.5920899,0.74567,0.55759823,0.82205355,0.8124292
2.0,-0.13416922,0.2285937,-0.4342277,0.035884306,-0.294488,-0.28529376,-0.3595645,0.74475163,0.2993436,-0.5922036,-0.8980328,-0.54109246,0.3656887,-0.6214532,-0.27402246,0.17720343,0.86801445,0.7987308,0.6952682,0.8588909,0.7522932,0.7855383,0.7256877,0.52045316,0.7783088,0.5872437,0.46151653,0.59345174,0.7471719,0.5597434,0.82373977,0.81332403
1.0,-0.13556165,0.21487372,-0.4199376,0.0358461,-0.29055017,-0.27767903,-0.34336093,0.7169361,0.2917265,-0.5741546,-0.87031895,-0.52089006,0.34370866,-0.59627837,-0.25981694,0.16303813,0.871696,0.79946995,0.70370805,0.8699205,0.7557646,0.7910604,0.7314304,0.53148276,0.7863453,0.6013214,0.47704926,0.6033027,0.7589521,0.578193,0.83984244,0.8213579
3.0,-0.1350218,0.22341008,-0.4298456,0.03605278,-0.29460514,-0.28358644,-0.35495028,0.7360904,0.29763958,-0.5871705,-0.8902207,-0.5345522,0.356921,-0.6127473,-0.269763,0.17226075,0.8690213,0.7983241,0.69796675,0.863126,0.75318766,0.78673553,0.7273611,0.52369225,0.78106415,0.5918286,0.46615186,0.5960606,0.7508729,0.5659485,0.8297174,0.81623065
3.0,-0.13429257,0.22357339,-0.4277897,0.035675377,-0.291139,-0.2812578,-0.35205677,0.73242104,0.29537597,-0.5835711,-0.8848596,-0.5323914,0.35809207,-0.61119676,-0.2675476,0.17148033,0.869878,0.799684,0.698965,0.86300015,0.75399303,0.78859925,0.72837925,0.5254877,0.7815965,0.5931675,0.46848646,0.59826374,0.752308,0.5672481,0.82967377,0.81648505
4.0,-0.1339306,0.23003834,-0.43457496,0.035557743,-0.2929315,-0.28496045,-0.3596249,0.7456361,0.29896322,-0.59204674,-0.8976169,-0.5420206,0.36847544,-0.62270916,-0.27450883,0.17834602,0.86813796,0.7993901,0.69496614,0.85774314,0.7523459,0.7859123,0.72589564,0.52025557,0.7778357,0.58669233,0.4612089,0.5935823,0.7467365,0.5587119,0.82245827,0.81285465
3.0,-0.13517013,0.22145288,-0.42761305,0.036017407,-0.29372478,-0.2822878,-0.3523725,0.7317786,0.2963521,-0.5842626,-0.88576823,-0.5314584,0.3538718,-0.6089858,-0.2675295,0.17015487,0.8696227,0.79855525,0.6992659,0.86470336,0.7537556,0.7876964,0.7282766,0.5254295,0.78226197,0.5939688,0.4685785,0.5976635,0.7526961,0.5687019,0.8320244,0.817413
4.0,-0.13425264,0.23123914,-0.437705,0.035909764,-0.2963636,-0.28759974,-0.3636031,0.7513698,0.3015222,-0.59684944,-0.9049626,-0.54579145,0.36958113,-0.6266908,-0.27763605,0.18031952,0.86702937,0.79816455,0.69330096,0.85672665,0.75136745,0.78380966,0.7243598,0.51773196,0.7765873,0.5841593,0.45781228,0.5908317,0.7443715,0.5558714,0.8208305,0.81174797
2.0,-0.13369022,0.23108889,-0.43546307,0.03557957,-0.29289943,-0.28522152,-0.36053154,0.747411,0.29926383,-0.5930623,-0.89929974,-0.54333425,0.3703497,-0.6246257,-0.27530944,0.17934442,0.86790925,0.7995178,0.69439715,0.8568449,0.75217575,0.7856994,0.7254878,0.5196185,0.777256,0.5857269,0.46027157,0.5930801,0.7460214,0.5573959,0.8211174,0.8121872
2.0,-0.13393164,0.23117837,-0.4368108,0.035839602,-0.29501015,-0.28657573,-0.36237222,0.7497987,0.30058938,-0.595358,-0.9028454,-0.5447969,0.36994475,-0.6260507,-0.27662575,0.17989498,0.86735195,0.79872227,0.6937177,0.8567505,0.75169796,0.78458863,0.72471535,0.5185023,0.7768299,0.5847311,0.45878556,0.5917482,0.74505645,0.5564168,0.82080513,0.8118355
4.0,-0.13389826,0.22949827,-0.43379897,0.035537288,-0.29243952,-0.2844237,-0.35870934,0.74416655,0.2984505,-0.5909802,-0.8960217,-0.54099166,0.36770853,-0.62157047,-0.27370924,0.17768995,0.86837023,0.7995454,0.695401,0.8581862,0.75255996,0.78632003,0.7262076,0.52086776,0.77820784,0.5873701,0.46204185,0.59418565,0.7473523,0.55955106,0.82306415,0.8131925
3.0,-0.13554254,0.22431472,-0.43236494,0.036236245,-0.29731667,-0.2859042,-0.35819831,0.74069136,0.29981756,-0.5909903,-0.8958516,-0.53757715,0.3576037,-0.6154351,-0.2724628,0.17390554,0.8682038,0.7972947,0.6966922,0.8624252,0.7523863,0.7849905,0.7263477,0.5215978,0.7801292,0.58992565,0.46339697,0.59376526,0.7489239,0.563781,0.8287197,0.8155889
2.0,-0.13438241,0.23278826,-0.4406136,0.036198236,-0.2988479,-0.28974366,-0.3671544,0.7568388,0.30362204,-0.6010488,-0.9115034,-0.54945004,0.37173158,-0.63084626,-0.28056014,0.18252549,0.8660514,0.7973559,0.6916425,0.8553797,0.75052196,0.7820818,0.722989,0.51544166,0.77525795,0.58165944,0.45467737,0.5884595,0.7421778,0.5528801,0.81874996,0.81048495
2.0,-0.13414972,0.22719263,-0.43187785,0.035665236,-0.29263526,-0.28365397,-0.35671768,0.74032366,0.29770768,-0.58883405,-0.892784,-0.53809136,0.36373428,-0.61791056,-0.27172852,0.17541155,0.86879104,0.79931456,0.696596,0.86007607,0.752959,0.78684443,0.72682273,0.52230424,0.7794156,0.5893278,0.46407294,0.59533316,0.7489697,0.56226647,0.82559764,0.81440324
4.0,-0.13347757,0.2255739,-0.42756093,0.03527726,-0.28789312,-0.2798711,-0.35119364,0.7323917,0.29404685,-0.58214855,-0.8828393,-0.5328596,0.362422,-0.61276156,-0.2672727,0.17272022,0.87031645,0.80107063,0.69885486,0.86137646,0.7543691,0.7898015,0.7287955,0.5258616,0.7810746,0.5927296,0.4688311,0.59923273,0.7522473,0.5660975,0.8275024,0.81574047
4.0,-0.13388586,0.23046753,-0.4349968,0.035553798,-0.29300565,-0.2851597,-0.36008012,0.74646425,0.29916015,-0.59255886,-0.89840597,-0.54262686,0.3691932,-0.6234771,-0.274929,0.17878927,0.8680286,0.79939705,0.69471025,0.8573853,0.7522502,0.78576314,0.72573274,0.519938,0.7775896,0.5862771,0.46076182,0.59330785,0.74639344,0.55815816,0.8219609,0.8126035
3.0,-0.13552848,0.2227202,-0.43018395,0.036159825,-0.2960447,-0.284437,-0.35560265,0.7365426,0.2983964,-0.5880295,-0.89134705,-0.5346739,0.3552689,-0.6121227,-0.2702402,0.1720152,0.86882854,0.7976973,0.6979239,0.86371404,0.75297505,0.78608865,0.7272445,0.5233196,0.78120786,0.5918942,0.46576118,0.5954386,0.7506722,0.5662462,0.8306053,0.8165904
3.0,-0.13501737,0.22438551,-0.43119135,0.03611847,-0.2954018,-0.2844713,-0.35654876,0.7386516,0.29850948,-0.5890032,-0.8930393,-0.5363356,0.3583707,-0.6148296,-0.27111262,0.17341134,0.86862344,0.79808307,0.6971994,0.8623292,0.7528255,0.78606254,0.7267822,0.5226342,0.7803896,0.59060603,0.46469042,0.5950315,0.74981004,0.564412,0.8285258,0.8155944
1.0,-0.13515657,0.22096834,-0.4271107,0.036061015,-0.29360473,-0.28196785,-0.3518018,0.73081535,0.2960669,-0.58364415,-0.8849021,-0.5307388,0.35315448,-0.6082325,-0.26697862,0.16963966,0.86973244,0.798594,0.699543,0.86507285,0.75387734,0.7879033,0.7284132,0.5258259,0.78252554,0.5944231,0.4691155,0.5980235,0.7531328,0.569298,0.8324844,0.8176295
3.0,-0.1351149,0.22461195,-0.4317308,0.03615169,-0.29593855,-0.2849496,-0.3572363,0.73965013,0.29896274,-0.58981097,-0.8942271,-0.53700125,0.35858995,-0.6154416,-0.27169698,0.17378905,0.8684518,0.79787827,0.6969184,0.8621522,0.7526529,0.7857006,0.72656953,0.5221868,0.78018165,0.59018534,0.46409813,0.5945494,0.74938965,0.5639242,0.82828146,0.8154399
4.0,-0.13400006,0.23059066,-0.4355929,0.035629798,-0.2938081,-0.28573614,-0.3608706,0.7475362,0.29971346,-0.5935277,-0.8998615,-0.54330987,0.36916903,-0.6241145,-0.27554017,0.17909896,0.86780375,0.7990918,0.69440794,0.85728306,0.7520456,0.7853049,0.725438,0.51944417,0.7773874,0.5858321,0.4601091,0.59274036,0.74594945,0.5576944,0.8217884,0.81244725
2.0,-0.13418746,0.22922641,-0.43487704,0.03582776,-0.29463053,-0.2856872,-0.36028218,0.7460089,0.29969594,-0.5929972,-0.89914954,-0.5420307,0.36666247,-0.62245345,-0.27473915,0.1778882,0.867866,0.79869765,0.69489855,0.8583896,0.75213283,0.78527,0.7255108,0.51994634,0.777964,0.586657,0.46083254,0.59299874,0.7466188,0.5589695,0.82313627,0.8130262
4.0,-0.13386816,0.23081054,-0.43535587,0.035545293,-0.29309946,-0.2853527,-0.36047417,0.7471605,0.2993439,-0.59300387,-0.8990733,-0.54313654,0.36974424,-0.6240855,-0.27529645,0.17915371,0.8679356,0.7993853,0.69449914,0.8571027,0.752165,0.7856216,0.7256033,0.5196639,0.77739096,0.58593833,0.46038246,0.5930637,0.7460995,0.55771255,0.8215835,0.81241125
1.0,-0.13140397,0.21921168,-0.41532302,0.03504947,-0.27674478,-0.26949534,-0.33591086,0.7095913,0.28409827,-0.56380236,-0.8568677,-0.5169499,0.35588542,-0.5978463,-0.25396812,0.16402033,0.87434816,0.805422,0.7053861,0.8661104,0.75843894,0.7977301,0.7333737,0.53610826,0.78597534,0.6024756,0.48249382,0.6100993,0.76183206,0.5776317,0.8329563,0.8194068
3.0,-0.13561428,0.22117396,-0.4283099,0.03610406,-0.2951876,-0.28329477,-0.35340798,0.7329266,0.29726145,-0.58554876,-0.8875333,-0.5321124,0.35287103,-0.60904694,-0.2683512,0.17029022,0.8693497,0.79794216,0.69901645,0.8649644,0.75346816,0.78694427,0.72802633,0.52478683,0.78219426,0.5936677,0.4678057,0.59681654,0.7521836,0.5685152,0.83246136,0.81755376
4.0,-0.13405512,0.23205352,-0.4376807,0.03569664,-0.2951206,-0.2871518,-0.36332092,0.7514929,0.30106786,-0.5963855,-0.9041735,-0.5460779,0.3712831,-0.6272361,-0.2776748,0.1808771,0.86717576,0.79869,0.6932281,0.85606736,0.7514766,0.78421724,0.7245796,0.5178096,0.7763763,0.5839945,0.45788038,0.59113514,0.7442983,0.55542207,0.8201085,0.8115051
4.0,-0.13390724,0.231561,-0.43643358,0.035577133,-0.2937801,-0.28609002,-0.36174092,0.7492044,0.3000488,-0.59448206,-0.90129405,-0.54456484,0.3708243,-0.625681,-0.27640426,0.1800699,0.8676106,0.799175,0.6938907,0.8564805,0.751869,0.7850566,0.7251652,0.51881737,0.77687097,0.58499444,0.45922953,0.59223044,0.74524784,0.55654424,0.82073104,0.8119325
4.0,-0.13391733,0.23048006,-0.43510202,0.035563663,-0.29315895,-0.28527284,-0.3602225,0.74664927,0.29926494,-0.5927329,-0.89865756,-0.54274446,0.36916274,-0.6235659,-0.27504253,0.17883891,0.86798936,0.79933584,0.6946601,0.8573771,0.75221264,0.785676,0.72568667,0.519849,0.7775584,0.58620626,0.4606473,0.59320295,0.74631417,0.5580884,0.82195276,0.81258714
2.0,-0.1338775,0.22872101,-0.43332937,0.035699874,-0.29285103,-0.28425205,-0.35828045,0.7431818,0.29833975,-0.5905924,-0.8956045,-0.5401777,0.3663428,-0.62076455,-0.27309,0.176927,0.86840564,0.799374,0.69569993,0.85879266,0.7526446,0.7863814,0.72617835,0.5212283,0.7785347,0.58782727,0.46252355,0.59442145,0.7477974,0.56026626,0.8236905,0.81344265
3.0,-0.13506907,0.22330272,-0.42984954,0.036077578,-0.29475045,-0.283646,-0.3549824,0.73607755,0.29769608,-0.58722043,-0.8903032,-0.53451234,0.35671285,-0.6126511,-0.26976818,0.17219724,0.8690015,0.7982674,0.6979741,0.8632097,0.7531753,0.7866838,0.7273445,0.5236813,0.78108764,0.59186035,0.46614468,0.5960215,0.7508888,0.5660078,0.8298199,0.8162722
4.0,-0.13399734,0.23220856,-0.43793803,0.035746057,-0.295358,-0.2872976,-0.36362725,0.7519615,0.30122748,-0.59676504,-0.9048162,-0.5463997,0.37148985,-0.62771773,-0.2778709,0.18104021,0.867082,0.7986265,0.6930848,0.85592884,0.75141305,0.7840865,0.72440475,0.5176202,0.77625054,0.583743,0.45760745,0.59094316,0.7441046,0.5551328,0.8198444,0.81134796
2.0,-0.13381377,0.2277328,-0.43126363,0.035466418,-0.29081094,-0.2826752,-0.35570985,0.73937297,0.29676783,-0.587481,-0.8907787,-0.5376294,0.365226,-0.617822,-0.27111846,0.17557079,0.8691267,0.8000661,0.6968135,0.8596256,0.75326294,0.78765,0.72724354,0.5228725,0.77941716,0.58959687,0.46477357,0.5961624,0.7493687,0.5623019,0.82505864,0.8143018
4.0,-0.13392733,0.23023574,-0.4348181,0.03555976,-0.2930491,-0.28511086,-0.35990277,0.746099,0.29910645,-0.59236705,-0.8980988,-0.5423522,0.36877048,-0.62309486,-0.27475417,0.17856614,0.8680693,0.79935896,0.6948281,0.8575813,0.7522842,0.7857995,0.7257992,0.52006733,0.77771103,0.58647144,0.46095052,0.5934046,0.74654025,0.55843246,0.8222368,0.8127368
4.0,-0.13397753,0.231394,-0.4364443,0.035605524,-0.29403198,-0.2862069,-0.3618085,0.74919623,0.3001586,-0.59458435,-0.9014347,-0.5445184,0.37046894,-0.62552804,-0.27643102,0.17997326,0.8675829,0.7990595,0.6939032,0.8566201,0.75183845,0.7849596,0.72514296,0.5187903,0.7769183,0.58503634,0.45920762,0.59215516,0.7452544,0.5566445,0.8209166,0.81200105
4.0,-0.13349354,0.22549997,-0.42751944,0.03528336,-0.28793162,-0.27986908,-0.35115686,0.7323043,0.29404387,-0.58211446,-0.8827847,-0.5327884,0.36228558,-0.6126592,-0.26723212,0.17265603,0.8703211,0.80105054,0.69888276,0.86143667,0.7543739,0.7898001,0.72880644,0.5258906,0.78110754,0.59277993,0.46887428,0.59924865,0.752285,0.5661731,0.82758605,0.8157765
4.0,-0.13389465,0.230577,-0.43513477,0.03554998,-0.2930705,-0.2852525,-0.36023882,0.74672824,0.29924637,-0.59273994,-0.8986683,-0.5428161,0.3693557,-0.6236774,-0.2750783,0.17891851,0.8679913,0.79937696,0.69463235,0.85729676,0.75221276,0.7856952,0.7256871,0.5198291,0.7775217,0.58615685,0.4606148,0.59320414,0.7462811,0.55800486,0.82185006,0.81254447
3.0,-0.13506562,0.22245602,-0.4287284,0.03604636,-0.2941305,-0.28290406,-0.3536554,0.73394454,0.2969774,-0.5857073,-0.88801384,-0.53300965,0.35547474,-0.6109334,-0.26862913,0.17121959,0.8693199,0.7984601,0.6986052,0.8638889,0.75347394,0.78723353,0.72780037,0.5245658,0.7816478,0.5928761,0.46736196,0.59687614,0.7517917,0.5672866,0.8308032,0.8167886
2.0,-0.13417214,0.22928324,-0.4351233,0.03590517,-0.2949565,-0.28586686,-0.36060315,0.7464651,0.29989523,-0.5933982,-0.89984095,-0.54230213,0.36673197,-0.6228447,-0.27494007,0.1780087,0.867755,0.7985975,0.694753,0.8583222,0.7520572,0.7851039,0.7253286,0.5197548,0.77785444,0.58643496,0.46055654,0.59278214,0.7464585,0.5587202,0.822948,0.8128971
4.0,-0.13413033,0.22930108,-0.43506408,0.03590441,-0.29484123,-0.28577623,-0.36051366,0.7463596,0.29981306,-0.5932882,-0.8997008,-0.5422384,0.36680388,-0.6228434,-0.2748559,0.17798483,0.8677761,0.7986526,0.69477785,0.858303,0.7520871,0.78517205,0.7253416,0.5198122,0.77785873,0.58646244,0.46062467,0.59285593,0.746505,0.5587377,0.82290363,0.8128847
1.0,-0.13575497,0.21924941,-0.42614233,0.03607245,-0.29438388,-0.28202987,-0.35088915,0.7287116,0.29599708,-0.58273137,-0.8832215,-0.5290941,0.3498369,-0.6053895,-0.26615316,0.16821048,0.86992556,0.79816186,0.70029205,0.8665043,0.7540305,0.78787464,0.728902,0.52648395,0.7833672,0.5957634,0.4701816,0.59837705,0.7539562,0.57122886,0.83473134,0.8187078
4.0,-0.133863,0.22839588,-0.4322757,0.035492457,-0.29153693,-0.28340787,-0.356922,0.7412649,0.29746804,-0.58890426,-0.8928943,-0.5389584,0.36609456,-0.6192675,-0.27215034,0.17637616,0.86882395,0.7998192,0.6962649,0.8590933,0.75297564,0.78709424,0.72682846,0.5220665,0.77895534,0.588725,0.46368346,0.5953549,0.74855906,0.5612455,0.8243274,0.81388694
4.0,-0.13386029,0.23162892,-0.43635666,0.035552703,-0.29355878,-0.28596494,-0.3616132,0.74908155,0.29993019,-0.59431577,-0.9010482,-0.54450756,0.37100232,-0.62567735,-0.27632093,0.18008265,0.867652,0.7992674,0.6939211,0.85642433,0.75190735,0.7851583,0.72521394,0.5188889,0.7768736,0.5850274,0.45931783,0.5923345,0.7452966,0.55655074,0.8206636,0.81191874
3.0,-0.13550283,0.22216427,-0.4293925,0.03614002,-0.29554886,-0.28387743,-0.35465094,0.7350454,0.297859,-0.5869421,-0.8897166,-0.5336247,0.35449255,-0.6109713,-0.26942313,0.17134465,0.869051,0.7978666,0.6983593,0.8641554,0.75319445,0.7865026,0.72755784,0.52395153,0.781583,0.5925946,0.46662167,0.5960607,0.7513133,0.56711406,0.83123916,0.8169274
