label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13
0.0,0.007340431,-0.015170904,0.0038433,0.008081883,-0.011357054,0.0024356842,-0.007972747,-0.0097365305,-0.009971855,-0.0057037156,-0.011645868,0.018330187,-0.013778464,0.9933927,0.9972601,1.0059863,1.0032768,0.9934517,0.99381953,0.99591625,0.9896046,0.9986162,1.0006272,0.9947455,0.9989323,0.9940654
1.0,0.010265969,-0.023275806,0.005352095,0.011349112,-0.017486311,0.005082451,-0.011635868,-0.013504364,-0.015125757,-0.0055918694,-0.018181965,0.024739852,-0.01823658,0.99088013,0.99304605,1.0069773,1.0067967,0.9953344,0.9941692,0.99366075,0.9874708,1.0013297,1.0012602,0.9955708,0.999282,0.9947644
1.0,0.008310191,-0.017026039,0.0050384477,0.009287506,-0.013392545,0.0014200658,-0.007977987,-0.011105709,-0.010835793,-0.0062076068,-0.010643601,0.017740734,-0.011495759,0.9933541,0.9980521,1.0075444,1.0033913,0.99329597,0.9927607,0.9959994,0.9897876,0.9982106,1.0012337,0.9949179,0.99967754,0.99431086
0.0,0.007999778,-0.015864914,0.003715679,0.008194372,-0.011815481,0.0023458973,-0.008318087,-0.010055885,-0.010309051,-0.0058504464,-0.0118105635,0.018340148,-0.012844677,0.9929378,0.99751675,1.0064874,1.0034039,0.9934855,0.9934127,0.99580646,0.989506,0.9986809,1.0007242,0.99477655,0.9990164,0.9937833
0.0,0.012221642,-0.02279705,0.008964211,0.013808437,-0.020497352,-0.002382964,-0.007896829,-0.016181268,-0.013754289,-0.00862237,-0.005916193,0.014087421,-0.00038216636,0.99299943,1.0023534,1.0139008,1.0038315,0.99257386,0.98758745,0.9963884,0.9912019,0.99582857,1.0036975,0.996145,1.0025983,0.9943735
1.0,0.0026665851,-0.0031658374,0.0010109991,0.0048947483,-0.0025234446,0.003478177,-0.0044322833,-0.004119538,-0.0030959146,-0.0061347717,-0.006394744,0.012537106,-0.010497444,0.99552834,0.99895924,1.0030171,1.0003319,0.9921842,0.9943666,0.9976683,0.9932719,0.99534947,1.0000536,0.99580157,0.9971554,0.99345374
1.0,0.004766211,-0.0074807312,0.0007338077,0.0049924403,-0.0048892647,0.003526546,-0.0063906834,-0.00556726,-0.005598358,-0.0056886226,-0.009659082,0.015390896,-0.012409543,0.99393255,0.9980738,1.0035243,1.0014943,0.9928501,0.9944322,0.99672157,0.9913581,0.99730223,0.99984384,0.99504393,0.99736696,0.99302024
0.0,0.00061998516,0.0015953612,0.00022082031,0.004160747,0.00070622563,0.004370734,-0.0029552877,-0.0021136329,-0.000385236,-0.006396394,-0.004263304,0.010297352,-0.008967293,0.9964781,0.99929845,1.0019073,0.9993832,0.9917442,0.99444425,0.99822253,0.9951149,0.99376214,1.000032,0.99669695,0.99647224,0.9933273
0.0,0.009593613,-0.025506577,0.007373467,0.014639214,-0.020081408,0.009701543,-0.013237342,-0.015119076,-0.01740151,-0.0056094853,-0.022788383,0.029393476,-0.024694487,0.9906815,0.9877995,1.0060267,1.0096958,0.9971227,0.99594945,0.9922093,0.9871915,1.0023644,1.0017562,0.9976275,0.99916655,0.996539
1.0,0.013531931,-0.034858987,0.015093707,0.026447944,-0.032508202,0.013414249,-0.015716342,-0.023651548,-0.02409235,-0.010898388,-0.022130303,0.031810097,-0.018112842,0.9896426,0.9821372,1.0101551,1.0131106,0.9986796,0.9920175,0.99095744,0.9904476,1.0012542,1.0068969,1.0028561,1.0012702,0.99965256
1.0,0.005410515,-0.0093141515,0.0013799071,0.0056398064,-0.0063919798,0.0031437725,-0.006819103,-0.0064897016,-0.006611295,-0.005683911,-0.010187216,0.016138636,-0.012784457,0.99370944,0.99788946,1.0041045,1.0018983,0.993001,0.99435437,0.9965503,0.99087566,0.9977002,1.0000136,0.9949059,0.9977027,0.99332815
0.0,0.01157666,-0.025663996,0.0068701953,0.012926787,-0.020135127,0.0037877187,-0.011591718,-0.015337557,-0.01630593,-0.0063731642,-0.016616356,0.02385389,-0.014994502,0.9908148,0.9940447,1.0088522,1.0068039,0.9951205,0.9926412,0.99384034,0.987797,1.0007111,1.0020682,0.99574614,1.0002663,0.99490744
0.0,0.0019044876,-0.0010410007,0.00043586642,0.0044236705,-0.0009773895,0.0038805455,-0.0038740747,-0.0031541884,-0.0018497948,-0.0062809577,-0.0055274367,0.011508921,-0.009546332,0.99575317,0.9991924,1.0025647,0.9999037,0.9920102,0.9943135,0.99789137,0.99406517,0.99469566,1.0000212,0.9961762,0.99682224,0.9932596
1.0,0.0068719536,-0.013282018,0.0031573325,0.0073839426,-0.0098509565,0.0023467392,-0.0074989274,-0.008787796,-0.008792923,-0.005831682,-0.010686874,0.017123295,-0.012490348,0.99354124,0.9979267,1.0057707,1.0026983,0.99315816,0.99368,0.9962107,0.9901696,0.9980801,1.000539,0.9948447,0.99863756,0.9937419
1.0,-0.0015844256,0.0055623576,-0.0024740323,0.0015587062,0.0047402307,0.0066955723,-0.0026564486,0.00065066665,0.0011283774,-0.0055886144,-0.006219603,0.0119845085,-0.014364234,0.99635863,0.9967987,0.99773717,0.9990345,0.9923133,0.9966105,0.9980644,0.99493337,0.9947051,0.99890286,0.9961993,0.9950235,0.99301547
0.0,-0.000922665,0.00477881,-0.0015710667,0.0025095642,0.003692396,0.0058113188,-0.0025874488,-8.635968e-05,0.0011384748,-0.006040995,-0.0049200505,0.010671911,-0.011127786,0.99642324,0.9980304,0.99949473,0.9989834,0.9919477,0.99553156,0.9981799,0.99547124,0.99395156,0.9994369,0.9966716,0.99547994,0.99305516
0.0,0.00842277,-0.018224051,0.004264295,0.008966543,-0.013512552,0.003105186,-0.009219179,-0.011052281,-0.011851143,-0.0054976707,-0.013942286,0.020657137,-0.015638018,0.9925115,0.99592185,1.0062768,1.0044318,0.99410117,0.99402976,0.9951866,0.9886356,0.9997194,1.000733,0.994751,0.9991123,0.9942819
1.0,0.012699552,-0.03212221,0.011503346,0.019222662,-0.027446568,0.0068184696,-0.01317635,-0.020131715,-0.020702062,-0.007831972,-0.018972803,0.02790419,-0.016849732,0.99053407,0.98913443,1.0101408,1.0097734,0.99670386,0.9920856,0.99240774,0.9884188,1.0011894,1.0042863,0.99833,1.0014924,0.9973865
1.0,0.0012751147,0.0002576895,-0.00019875914,0.0038249418,0.00021154433,0.0043917596,-0.003709454,-0.0023546666,-0.0011814656,-0.006145887,-0.005683273,0.011520033,-0.010190745,0.99579763,0.99879885,1.001724,0.99972737,0.99203676,0.99469745,0.99787825,0.99426234,0.9946948,0.99981236,0.99621785,0.99642897,0.99315387
0.0,0.007930785,-0.014454769,0.002491206,0.0072407797,-0.010341853,0.0025484413,-0.008424984,-0.009057775,-0.009427526,-0.0058923177,-0.011894427,0.017860066,-0.011968583,0.9924557,0.99782455,1.0061377,1.0031092,0.99340695,0.9933574,0.99579215,0.9897215,0.9986668,1.0005387,0.99480826,0.99852115,0.9932451
0.0,0.016838044,-0.039849952,0.01611863,0.026944935,-0.03716118,0.0065612793,-0.014675597,-0.02690629,-0.025856016,-0.012068969,-0.016193513,0.027810737,-0.008285023,0.9891139,0.9878456,1.0138972,1.011585,0.99734867,0.9873155,0.99191433,0.9909899,1.0002704,1.0082414,1.0012994,1.0035481,0.998803
0.0,0.009301417,-0.02027963,0.0056979805,0.010368176,-0.015833922,0.0019437969,-0.009193899,-0.012555592,-0.012789977,-0.006067639,-0.012909953,0.020194512,-0.013458825,0.99252456,0.99651843,1.0078185,1.0045619,0.99395466,0.9929852,0.9952339,0.9888778,0.99937916,1.0014629,0.9949495,0.9999033,0.9947724
0.0,0.008731157,-0.019913847,0.0035497546,0.009275898,-0.014124714,0.0058868304,-0.011234654,-0.011219375,-0.013407916,-0.004877953,-0.018801168,0.024768308,-0.020861216,0.99110967,0.99269444,1.0049604,1.0063158,0.99536574,0.9955662,0.9938756,0.987365,1.001622,1.0003207,0.99517846,0.99834925,0.99450606
0.0,0.009207748,-0.01949978,0.0047272965,0.009607181,-0.014715835,0.0025978014,-0.009508621,-0.011842139,-0.012444226,-0.005835682,-0.013759647,0.02054805,-0.014170076,0.9921756,0.99626935,1.0072002,1.004585,0.9940603,0.9933676,0.995085,0.9886498,0.9996656,1.00109,0.9948745,0.99943215,0.9942739
0.0,0.012404911,-0.02996265,0.010068841,0.016496785,-0.024907462,0.0041211993,-0.011908358,-0.01852955,-0.018909229,-0.0071485564,-0.016595408,0.025214061,-0.014790072,0.9911112,0.99244237,1.0102555,1.0080415,0.9956466,0.9917219,0.99334234,0.98815,1.0006081,1.0034175,0.9967648,1.0015215,0.99630135
0.0,0.0041810945,-0.007270338,-0.00086425245,0.0036148876,-0.00361941,0.00531099,-0.0074454304,-0.0045111105,-0.006062486,-0.0046800226,-0.013318498,0.018547297,-0.018204551,0.993166,0.9956085,1.0010047,1.0022427,0.9936882,0.99633443,0.9959993,0.9900355,0.99916166,0.998902,0.99446636,0.9964344,0.99298066
0.0,0.016785435,-0.0388787,0.015358634,0.024410792,-0.035445087,0.0037378445,-0.013438826,-0.025768623,-0.024766497,-0.010842902,-0.014130052,0.025445405,-0.006918421,0.98977345,0.99128735,1.0145764,1.0101601,0.9964316,0.986857,0.9927184,0.99018383,0.99958867,1.0070986,0.9994938,1.0041105,0.99773324
0.0,0.013233781,-0.028083613,0.011893138,0.01659315,-0.025325067,-0.0022633076,-0.008547617,-0.019233048,-0.017189018,-0.00866835,-0.007046938,0.016652236,-0.0028305072,0.9932029,1.0002038,1.014381,1.0051333,0.99320805,0.9871999,0.9956121,0.99053997,0.9967882,1.004434,0.99622524,1.0037763,0.99574363
0.0,0.004287027,-0.005923042,0.0008306727,0.005049549,-0.0041120127,0.003224738,-0.005651444,-0.005137235,-0.0045382828,-0.006059779,-0.0079732165,0.013745358,-0.010253531,0.9943876,0.9989491,1.0038824,1.0009699,0.9924787,0.9939253,0.99711555,0.9922956,0.99630743,1.000082,0.9954641,0.99739826,0.9929968
0.0,0.0029349327,-0.005227683,0.00020631403,0.0041258708,-0.0030477867,0.004578501,-0.0057626627,-0.004278004,-0.0047985315,-0.005101287,-0.010205492,0.016230945,-0.016474886,0.99472564,0.9966697,1.0012623,1.001327,0.9930901,0.99605685,0.9969109,0.9913017,0.99757165,0.99926627,0.9948068,0.9967625,0.99354297
0.0,-0.0005990863,0.0047387574,-0.0019034073,0.0023810714,0.0038135499,0.0057088807,-0.0028103814,1.5370548e-05,0.0013328101,-0.0061449558,-0.0049263015,0.010391532,-0.009907951,0.9959892,0.9983002,0.9998528,0.9990034,0.99192667,0.99514633,0.9980564,0.99561244,0.9939091,0.99952096,0.9968087,0.9954428,0.99283624
0.0,0.010633759,-0.02429205,0.0070015267,0.012354687,-0.01912357,0.0031305626,-0.010602828,-0.014734745,-0.015393272,-0.006147324,-0.015305221,0.02281656,-0.015119788,0.9917522,0.9947083,1.0084817,1.006128,0.99475926,0.99285406,0.99431515,0.98807204,1.0002611,1.0018791,0.9954221,1.0003788,0.9950726
0.0,0.009080261,-0.028090453,0.011706479,0.02086544,-0.024563678,0.015310265,-0.014447637,-0.018308476,-0.020183686,-0.007328881,-0.02558288,0.032854967,-0.027875803,0.9912255,0.98182774,1.0062814,1.0127678,0.99891883,0.9964181,0.9908321,0.98853517,1.0021094,1.0037147,1.0013547,0.99976015,0.998921
0.0,0.010608792,-0.021462785,0.0058791414,0.010907508,-0.016931467,0.0013246313,-0.009522662,-0.0134232715,-0.013373296,-0.006611782,-0.012223944,0.019360447,-0.0104444185,0.9919806,0.9976714,1.009232,1.0045769,0.99378765,0.9917238,0.99525374,0.9890015,0.99895626,1.0018207,0.9951064,1.0003264,0.99414384
0.0,0.011775427,-0.02898818,0.009135693,0.016096912,-0.023727685,0.0060031265,-0.012671718,-0.017611302,-0.018618777,-0.0068053734,-0.01900221,0.02696243,-0.01779587,0.9906221,0.99063987,1.0089949,1.0087208,0.9961876,0.99305433,0.99281234,0.987818,1.0014036,1.0030512,0.9971473,1.0006403,0.99644476
0.0,0.009080738,-0.019332161,0.0048955977,0.009651318,-0.014672421,0.0024864525,-0.009319706,-0.011844546,-0.012360134,-0.0058603734,-0.013438582,0.020301979,-0.014070492,0.99238837,0.9964137,1.0072182,1.0044837,0.99399006,0.9933237,0.99518204,0.9887373,0.9995126,1.0010926,0.9948649,0.99951357,0.9943015
0.0,0.012431599,-0.029605804,0.008962952,0.01682543,-0.02427318,0.00736738,-0.013740372,-0.017920956,-0.019323766,-0.007159733,-0.020591289,0.028083656,-0.018113518,0.98977345,0.98951066,1.0090213,1.0095183,0.9966166,0.9930865,0.99228114,0.9877286,1.0017538,1.003223,0.99780476,1.0002604,0.99632245
0.0,0.008497164,-0.018210666,0.0042509884,0.008962601,-0.013501003,0.0030349642,-0.009230198,-0.011057101,-0.011834161,-0.005554218,-0.013866592,0.020539377,-0.015361454,0.9924772,0.9960396,1.0063609,1.0043945,0.9940678,0.9939311,0.9951994,0.9886593,0.9996791,1.0007414,0.99475586,0.9991277,0.9942083
0.0,0.0074641407,-0.02312679,0.015626818,0.03031215,-0.025583945,0.028711878,-0.018069386,-0.019364499,-0.021087743,-0.012713603,-0.031954348,0.03781142,-0.032519087,0.990991,0.9695405,1.0044992,1.0174017,1.0015441,0.99929464,0.98893714,0.9924234,1.0017716,1.0070488,1.0096198,0.9974467,1.0029075
0.0,0.004461482,-0.0055013057,0.0012402534,0.0055432096,-0.004247971,0.0027035922,-0.005266197,-0.0053419247,-0.004076355,-0.006538109,-0.006515667,0.01223119,-0.0074279318,0.9945711,1.0000892,1.004944,1.0007278,0.99215,0.9930022,0.9973591,0.9930536,0.99539906,1.0004675,0.9959517,0.9976853,0.992862
0.0,0.011275731,-0.022290302,0.010507494,0.014546961,-0.02082789,-0.0025710985,-0.006816998,-0.016397059,-0.013761061,-0.008537883,-0.004447013,0.013376044,-0.0012282021,0.99447286,1.0023199,1.0136871,1.0035678,0.99229395,0.98758227,0.99673516,0.99170953,0.9951953,1.0038075,0.9962274,1.0030847,0.99523884
0.0,0.011414222,-0.02442898,0.0058996826,0.011945769,-0.018772833,0.0038110763,-0.011577016,-0.014431015,-0.015602701,-0.006227671,-0.016690776,0.023468174,-0.014874334,0.990642,0.9944555,1.0084409,1.0064874,0.99499387,0.99279594,0.99392146,0.98775643,1.0007538,1.0017242,0.9955367,0.9998766,0.9944358
0.0,-0.00040075928,0.0038286243,-0.0013302863,0.0027588084,0.002974607,0.0055082217,-0.0028433576,-0.0005510673,0.00065056235,-0.0060940385,-0.0050790384,0.01082627,-0.010847803,0.9962274,0.9982336,0.9999876,0.99913865,0.9919813,0.99532115,0.9981343,0.9952038,0.9941175,0.9995058,0.99656105,0.9956895,0.9930458
0.0,0.0021024942,-0.0010287892,0.001653105,0.005579032,-0.0018300787,0.003319025,-0.0032285005,-0.0039327964,-0.0017340155,-0.0068210317,-0.0035597906,0.009766753,-0.006608354,0.9964461,1.0006024,1.0040711,0.999738,0.991571,0.9932027,0.9982774,0.99493575,0.9934328,1.0005599,0.99681705,0.9974246,0.99327886
0.0,0.0071502924,-0.013340732,0.008155949,0.011467941,-0.013500571,-0.0010168031,-0.004542593,-0.011554733,-0.008728246,-0.007844114,-0.0026499406,0.010855173,-0.003175879,0.99641,1.0024766,1.0103959,1.0016987,0.99157315,0.98979574,0.9978549,0.9932664,0.99383485,1.0026366,0.9964279,1.001186,0.995168
0.0,0.009982832,-0.024611602,0.007382624,0.012777314,-0.019376352,0.004439175,-0.010770138,-0.014857985,-0.015856568,-0.0057314774,-0.01665026,0.024318175,-0.018177427,0.9920028,0.993118,1.0076337,1.0068079,0.9952767,0.9937879,0.9939954,0.987798,1.0007218,1.001744,0.9956549,1.0002825,0.9956393
0.0,0.004247904,-0.007097842,0.0012612715,0.005257763,-0.0048974752,0.0034215897,-0.005946789,-0.005595289,-0.005445556,-0.005679001,-0.009093069,0.015138652,-0.012856474,0.9945345,0.9980476,1.0033898,1.0013611,0.9927468,0.99462575,0.99692523,0.99154943,0.9970135,0.99988437,0.99508697,0.99747044,0.9933637
0.0,0.0139724985,-0.034011245,0.012273788,0.020549178,-0.029556572,0.006111212,-0.013541225,-0.021576837,-0.021737052,-0.00870526,-0.018164087,0.027525265,-0.014016056,0.9900367,0.9895665,1.0113953,1.009939,0.9966253,0.9907636,0.992341,0.98879564,1.0009272,1.0050969,0.9986909,1.0019565,0.9973863
0.0,0.010972887,-0.024752503,0.0071435645,0.0125922635,-0.019579642,0.002903074,-0.010700526,-0.015038505,-0.01560171,-0.006308794,-0.015140373,0.0226902,-0.01436861,0.9916032,0.99490637,1.0088663,1.006153,0.9947217,0.9925387,0.9942964,0.9881171,1.0002,1.0020386,0.99547493,1.0004965,0.9950387
0.0,-0.0013497621,0.005034795,-0.0011802241,0.0027057156,0.0035926625,0.0058365166,-0.0022263452,-0.00013845414,0.0010618605,-0.006022455,-0.004656866,0.01078274,-0.01220744,0.9968943,0.99781406,0.9991465,0.9989272,0.99197596,0.9958975,0.99840003,0.9954589,0.9938602,0.9994177,0.99658567,0.9955348,0.99343085
0.0,0.010990538,-0.023708364,0.004601836,0.011373863,-0.01762762,0.0058281943,-0.012716647,-0.013424978,-0.01553168,-0.005808457,-0.019801237,0.025768008,-0.018291961,0.98973334,0.9923327,1.0069567,1.0073608,0.9956576,0.99418056,0.993142,0.98724794,1.0019479,1.0013258,0.9958928,0.9988029,0.99456966
0.0,-0.0010859147,0.004042458,-0.0007332042,0.0030010939,0.0028411224,0.005865276,-0.0023830794,-0.00076571107,0.00034675933,-0.005886593,-0.005040914,0.011213319,-0.012961413,0.99713224,0.9978563,0.99933827,0.99913985,0.9919975,0.9959044,0.9983053,0.9950505,0.9940597,0.99937093,0.99640346,0.99577016,0.99325603
0.0,0.0040537715,-0.006159151,0.0026556924,0.0065568164,-0.005422041,0.001788035,-0.00488548,-0.005993098,-0.0043084277,-0.0066185864,-0.0057333186,0.012030975,-0.0075446637,0.99531686,1.0001025,1.0054598,1.000748,0.991969,0.99304116,0.99747556,0.9932494,0.9950845,1.0008814,0.9960664,0.9980451,0.9938661
0.0,0.0021203086,-0.0032218285,0.000943549,0.0045793205,-0.0023836792,0.0043619275,-0.004334625,-0.004104592,-0.0036717346,-0.0056373477,-0.007429622,0.013876432,-0.014132692,0.99597,0.997931,1.0016868,1.0005687,0.99255025,0.9953894,0.99766546,0.9925875,0.9959301,0.99959487,0.99530905,0.9970664,0.9935213
0.0,-0.0020275787,0.0077243336,-0.0010885447,0.0031432137,0.0049421117,0.006040126,-0.0011682957,0.0005224496,0.0030481257,-0.006706833,-0.0019699186,0.007855691,-0.007360503,0.9974065,0.9992902,1.0001645,0.9983532,0.9913766,0.99459356,0.99878633,0.9975202,0.99184954,0.9999682,0.9979655,0.9955079,0.9930761
0.0,0.0014245659,-0.00033558533,-0.001167722,0.0029470474,0.0005452931,0.0050039366,-0.0044978447,-0.002011679,-0.0017499039,-0.005615511,-0.007797636,0.013345378,-0.012981665,0.9951124,0.9976114,1.0005683,1.0000837,0.9924737,0.9955362,0.99742186,0.9932736,0.9959485,0.99931,0.9956312,0.99602604,0.9929504
0.0,0.006558597,-0.017425643,0.003573373,0.008502267,-0.012138084,0.006998457,-0.009904889,-0.01019074,-0.01250194,-0.0040684957,-0.01839776,0.024649005,-0.024923675,0.99276865,0.992177,1.0030309,1.0061353,0.9956141,0.9969777,0.99440384,0.98736036,1.0012046,0.99952143,0.994903,0.99834025,0.9946958
0.0,0.016334161,-0.036282055,0.0141041875,0.021292329,-0.032614253,0.00019910932,-0.011739098,-0.023956798,-0.022547305,-0.009961694,-0.011182819,0.021918956,-0.004184397,0.99069816,0.9956914,1.0153451,1.0081973,0.99507856,0.9862774,0.9937846,0.98985976,0.998639,1.006094,0.9977261,1.0044533,0.99660337
0.0,0.0067014396,-0.012922948,0.0019768924,0.0064734966,-0.00884483,0.0034416243,-0.008161705,-0.008033223,-0.008820568,-0.005356089,-0.0126483925,0.018591698,-0.014933996,0.99293053,0.9967893,1.0045358,1.0030464,0.9935732,0.99455243,0.99578995,0.989557,0.9990077,1.0000169,0.9946251,0.99801093,0.9934371
